movie,year,imdb,metascore,votes,n_imdb
Funny Games,2007,6.5,44,73908,65
Hostel: Part II,2007,5.5,46,73215,55
Meet the Robinsons,2007,6.9,61,71138,69
Dead Silence,2007,6.2,34,70742,62
The Kite Runner,2007,7.6,61,70347,76
La Vie en Rose,2007,7.6,66,69884,76
Sicko,2007,8,74,68690,80
88 Minutes,2007,5.9,17,67697,59
The Invasion,2007,5.9,45,67091,59
Awake,2007,6.5,33,65367,65
Premonition,2007,5.9,29,64518,59
Hot Rod,2007,6.7,43,63367,67
In the Valley of Elah,2007,7.2,65,62169,72
Death Sentence,2007,6.8,36,61946,68
No Reservations,2007,6.3,50,61463,63
Alvin and the Chipmunks,2007,5.2,39,60592,52
"Run, Fatboy, Run",2007,6.6,48,60234,66
Charlie Bartlett,2007,7,54,58111,70
Walk Hard: The Dewey Cox Story,2007,6.7,63,57583,67
Elizabeth: The Golden Age,2007,6.9,45,57226,69
Surf's Up,2007,6.7,64,56789,67
Chak de! India,2007,8.3,68,55748,83
Freedom Writers,2007,7.5,64,55685,75
Norbit,2007,4,27,55646,40
TMNT,2007,6.3,41,55203,63
Control,2007,7.7,78,53545,77
Breach,2007,7,74,53346,70
The Brave One,2007,6.8,56,52449,68
The Lookout,2007,7.1,73,52253,71
The Hills Have Eyes II,2007,5.1,32,52071,51
The Nanny Diaries,2007,6.2,46,50248,62
I'm Not There.,2007,7,73,49969,70
The Great Debaters,2007,7.6,65,49657,76
Becoming Jane,2007,7.1,55,49230,71
Rendition,2007,6.8,55,48974,68
"4 Months, 3 Weeks and 2 Days",2007,7.9,97,47424,79
The Game Plan,2007,6.2,44,46940,62
The Condemned,2007,6.1,23,46223,61
My Blueberry Nights,2007,6.7,52,46066,67
Cassandra's Dream,2007,6.7,49,45581,67
Timecrimes,2007,7.2,68,45025,72
Lions for Lambs,2007,6.2,47,42429,62
Diary of the Dead,2007,5.7,66,41837,57
In the Name of the King: A Dungeon Siege Tale,2007,3.8,15,39565,38
Sydney White,2007,6.3,45,39467,63
Perfect Stranger,2007,5.7,31,39079,57
Mongol: The Rise of Genghis Khan,2007,7.3,74,39062,73
Waitress,2007,7,75,38826,70
The Reaping,2007,5.7,36,38456,57
Pathfinder,2007,5.4,29,38408,54
The Visitor,2007,7.7,79,38384,77
The Counterfeiters,2007,7.6,78,38022,76
Mr. Magorium's Wonder Emporium,2007,6.2,48,36937,62
Balls of Fury,2007,5.3,38,36797,53
The Hitcher,2007,5.6,28,36123,56
Teeth,2007,5.4,57,35739,54
The Messengers,2007,5.4,34,34674,54
Boy A,2007,7.7,75,34145,77
Fred Claus,2007,5.6,42,33480,56
Because I Said So,2007,5.6,26,33460,56
License to Wed,2007,5.3,25,33367,53
The Water Horse,2007,6.5,71,33161,65
The Savages,2007,7.2,85,32887,72
The King of Kong: A Fistful of Quarters,2007,8.2,83,32095,82
The Invisible,2007,6.3,36,31946,63
The Air I Breathe,2007,6.9,37,31921,69
Mr. Woodcock,2007,5.1,41,31863,51
"Lust, Caution",2007,7.6,61,31825,76
The Last Legion,2007,5.4,37,30523,54
The Nines,2007,6.4,52,29811,64
In the Land of Women,2007,6.5,47,28531,65
Son of Rambow,2007,7,66,27942,70
2 Days in Paris,2007,6.8,67,27651,68
P2,2007,5.9,37,26986,59
The Edge of Heaven,2007,7.9,85,26891,79
Sleuth,2007,6.5,49,26871,65
Paranoid Park,2007,6.7,83,26023,67
Things We Lost in the Fire,2007,7.2,63,25058,72
The Dark Knight,2008,9,82,1793782,90
WALL·E,2008,8.4,94,777894,84
Iron Man,2008,7.9,79,738541,79
Slumdog Millionaire,2008,8,86,677627,80
Gran Torino,2008,8.2,72,596368,82
Teroare in Paris,2008,7.8,50,503279,78
The Curious Case of Benjamin Button,2008,7.8,70,485518,78
Hancock,2008,6.4,49,366512,64
Twilight,2008,5.2,56,361654,52
The Hurt Locker,2008,7.6,94,352358,76
Indiana Jones and the Kingdom of the Crystal Skull,2008,6.2,65,351670,62
Quantum of Solace,2008,6.6,58,348056,66
The Incredible Hulk,2008,6.8,61,342682,68
Kung Fu Panda,2008,7.6,73,330207,76
In Bruges,2008,7.9,67,322755,79
Tropic Thunder,2008,7,71,321706,70
Cloverfield,2008,7,64,314069,70
Wanted,2008,6.7,64,312748,67
Yes Man,2008,6.8,46,284203,68
Pineapple Express,2008,7,64,268054,70
Burn After Reading,2008,7,63,260192,70
The Wrestler,2008,7.9,81,259669,79
Jumper,2008,6.1,35,252667,61
Seven Pounds,2008,7.7,36,245348,77
Forgetting Sarah Marshall,2008,7.2,67,226799,72
Step Brothers,2008,6.9,51,223249,69
Hellboy II: The Golden Army,2008,7,78,217106,70
Vicky Cristina Barcelona,2008,7.1,70,208939,71
Changeling,2008,7.8,63,206952,78
RocknRolla,2008,7.3,53,203280,73
Role Models,2008,6.9,61,200074,69
The Reader,2008,7.6,58,199068,76
21,2008,6.8,48,198510,68
Valkyrie,2008,7.1,56,193700,71
Rambo,2008,7.1,46,187200,71
Body of Lies,2008,7.1,57,182446,71
Ip Man,2008,8.1,59,181655,81
Let the Right One In,2008,8,82,180675,80
Get Smart,2008,6.5,54,174106,65
Death Race,2008,6.4,43,173860,64
The Happening,2008,5,34,171042,50
You Don't Mess with the Zohan,2008,5.5,54,163296,55
Revolutionary Road,2008,7.3,69,159862,73
The Chronicles of Narnia: Prince Caspian,2008,6.6,62,159568,66
Madagascar: Escape 2 Africa,2008,6.7,61,157378,67
The Bank Job,2008,7.3,69,157092,73
Eagle Eye,2008,6.6,43,156231,66
Bolt,2008,6.9,67,155073,69
Zack and Miri Make a Porno,2008,6.6,56,155024,66
Mamma Mia!,2008,6.4,51,153637,64
What Happens in Vegas,2008,6.1,36,146618,61
The Boy in the Striped Pajamas,2008,7.8,55,144806,78
The Day the Earth Stood Still,2008,5.5,40,144754,55
Milk,2008,7.6,84,143121,76
Transporter 3,2008,6.1,51,133531,61
"Definitely, Maybe",2008,7.2,59,133204,72
Vantage Point,2008,6.6,40,131311,66
27 Dresses,2008,6.1,47,130914,61
The Mummy: Tomb of the Dragon Emperor,2008,5.2,31,124707,52
Marley & Me,2008,7.1,53,122954,71
Defiance,2008,7.2,58,121833,72
Harold & Kumar Escape from Guantanamo Bay,2008,6.6,57,117675,66
"10,000 BC",2008,5.1,34,112825,51
Horton Hears a Who!,2008,6.9,71,111259,69
Max Payne,2008,5.4,31,110889,54
Australia,2008,6.6,53,106183,66
Doubt,2008,7.5,68,104262,75
Sex and the City,2008,5.5,53,102619,55
Street Kings,2008,6.8,55,97463,68
The Strangers,2008,6.2,47,96794,62
Bronson,2008,7.1,71,94114,71
Saw V,2008,5.8,20,93478,58
Ponyo,2008,7.7,86,92014,77
Meet the Spartans,2008,2.7,9,91640,27
Journey to the Center of the Earth,2008,5.8,57,91362,58
Frost/Nixon,2008,7.7,80,91254,77
The Forbidden Kingdom,2008,6.6,57,91104,66
Mirrors,2008,6.2,35,90221,62
The Other Boleyn Girl,2008,6.7,50,88301,67
Babylon A.D.,2008,5.6,26,84485,56
Never Back Down,2008,6.6,39,84152,66
Be Kind Rewind,2008,6.4,52,81833,64
The X Files: I Want to Believe,2008,5.9,47,80633,59
Nick and Norah's Infinite Playlist,2008,6.7,64,77954,67
Disaster Movie,2008,1.9,15,77249,19
Righteous Kill,2008,6,36,75627,60
Bedtime Stories,2008,6.1,33,75517,61
Sex Drive,2008,6.5,49,75036,65
The Spiderwick Chronicles,2008,6.6,62,72948,66
Step Up 2: The Streets,2008,6.2,50,70743,62
Semi-Pro,2008,5.8,47,69443,58
Felon,2008,7.5,58,67688,75
The House Bunny,2008,5.5,55,67092,55
Outlander,2008,6.3,40,65595,63
The Duchess,2008,6.9,62,65130,69
Doomsday,2008,6,51,64613,60
Sunshine Cleaning,2008,6.9,61,63009,69
Fool's Gold,2008,5.7,29,62783,57
How to Lose Friends & Alienate People,2008,6.5,35,62694,65
Ghost Town,2008,6.7,72,62477,67
The Ruins,2008,5.9,44,61825,59
Alb orbitor,2008,6.6,45,61554,66
"Synecdoche, New York",2008,7.5,67,61492,75
Speed Racer,2008,6,37,60065,60
Quarantine,2008,6,53,59908,60
Made of Honor,2008,5.8,37,57094,58
City of Ember,2008,6.5,58,55298,65
The Spirit,2008,4.8,30,55114,48
Hunger,2008,7.6,82,54551,76
Pride and Glory,2008,6.7,45,54512,67
Superhero Movie,2008,4.5,33,54396,45
Religulous,2008,7.7,56,53929,77
Appaloosa,2008,6.8,64,52065,68
Drillbit Taylor,2008,5.7,41,51945,57
Four Christmases,2008,5.6,41,51470,56
Punisher: War Zone,2008,6,30,51340,60
Traitor,2008,7,60,50490,70
The Midnight Meat Train,2008,6.1,58,50314,61
Bangkok Dangerous,2008,5.4,24,49733,54
Waltz with Bashir,2008,8,91,48218,80
High School Musical 3: Senior Year,2008,4.5,57,46420,45
The Eye,2008,5.4,36,45783,54
Star Wars: The Clone Wars,2008,5.9,35,44945,59
"Food, Inc.",2008,7.9,80,44657,79
The Love Guru,2008,3.8,24,44559,38
Transsiberian,2008,6.7,72,44291,67
Man on Wire,2008,7.8,89,43926,78
The Brothers Bloom,2008,6.8,55,43148,68
Rachel Getting Married,2008,6.7,82,42472,67
Untraceable,2008,6.2,32,42362,62
Lakeview Terrace,2008,6.1,47,42212,61
W.,2008,6.4,56,42110,64
The Chaser,2008,7.9,64,40870,79
"New York, I Love You",2008,6.3,49,40838,63
Departures,2008,8.1,68,40563,81
Gomorrah,2008,7,87,40011,70
Red Cliff,2008,7.4,73,38486,74
My Best Friend's Girl,2008,5.9,34,38363,59
Baby Mama,2008,6,55,35516,60
JCVD,2008,7.2,64,34205,72
The Hottie & the Nottie,2008,1.9,7,34017,19
Deception,2008,6.1,31,33866,61
The Rocker,2008,6.2,53,33302,62
Happy-Go-Lucky,2008,7,84,33203,70
Meet Dave,2008,4.9,43,33048,49
The Tale of Despereaux,2008,6.1,53,32134,61
Nothing But the Truth,2008,7.2,64,31869,72
The Baader Meinhof Complex,2008,7.4,76,31011,74
Two Lovers,2008,7.1,74,30898,71
The Class,2008,7.5,92,30359,75
Choke,2008,6.5,47,29214,65
Passengers,2008,5.9,40,29157,59
Nim's Island,2008,6,55,29142,60
Prom Night,2008,3.9,17,28757,39
Chaos Theory,2008,6.7,44,28661,67
Che: Part Two,2008,6.9,64,28549,69
Leatherheads,2008,6,56,28373,60
Splinter,2008,6.1,58,28120,61
Shutter,2008,5.2,37,28059,52
Mesrine Part 1: Killer Instinct,2008,7.6,71,27841,76
The Good the Bad the Weird,2008,7.3,69,27801,73
Pathology,2008,6,55,27718,60
One Missed Call,2008,3.9,24,27599,39
On-Bak 2,2008,6.2,47,25857,62
Mesrine Part 2: Public Enemy #1,2008,7.5,72,24695,75
Dear Zachary: A Letter to a Son About His Father,2008,8.6,82,24340,86
Pontypool,2008,6.7,54,23831,67
The Sisterhood of the Traveling Pants 2,2008,6.2,63,23413,62
Inglourious Basterds,2009,8.3,69,960446,83
Avatar,2009,7.8,83,936246,78
Up,2009,8.3,88,723123,83
The Hangover,2009,7.8,73,612080,78
District 9,2009,8,81,557234,80
Star Trek,2009,8,82,526640,80
Sherlock Holmes,2009,7.6,57,502152,76
Watchmen,2009,7.6,56,410605,76
Zombieland,2009,7.7,73,409873,77
500 Days of Summer,2009,7.7,76,399359,77
X-Men Origins: Wolverine,2009,6.7,40,388925,67
Harry Potter and the Half-Blood Prince,2009,7.5,78,351513,75
Transformers: Revenge of the Fallen,2009,6,35,335990,60
2012,2009,5.8,49,298250,58
Terminator Salvation,2009,6.6,49,297305,66
Up in the Air,2009,7.4,83,279856,74
Moon,2009,7.9,67,277392,79
The Proposal,2009,6.7,48,241965,67
Public Enemies,2009,7,70,240509,70
3 Idiots,2009,8.4,67,239291,84
The Blind Side,2009,7.7,53,237475,77
The Twilight Saga: New Moon,2009,4.6,44,229268,46
Law Abiding Citizen,2009,7.4,34,228511,74
Angels & Demons,2009,6.7,48,227874,67
Fast & Furious,2009,6.6,46,217750,66
Knowing,2009,6.2,41,194249,62
The Road,2009,7.3,64,187447,73
The Girl with the Dragon Tattoo,2009,7.8,76,182183,78
G.I. Joe: The Rise of Cobra,2009,5.8,32,180219,58
Ice Age: Dawn of the Dinosaurs,2009,7,50,178271,70
The Ugly Truth,2009,6.5,28,172706,65
"I Love You, Man",2009,7,70,172524,70
Mr. Nobody,2009,7.9,63,167174,79
Drag Me to Hell,2009,6.6,83,164434,66
Cloudy with a Chance of Meatballs,2009,7,66,163183,70
The Taking of Pelham 123,2009,6.4,55,157947,64
Coraline,2009,7.7,80,156809,77
Surrogates,2009,6.3,45,155490,63
Orphan,2009,7,42,153614,70
17 Again,2009,6.4,48,152931,64
Fantastic Mr. Fox,2009,7.8,83,149971,78
The Secret in Their Eyes,2009,8.2,80,144741,82
Night at the Museum: Battle of the Smithsonian,2009,5.9,42,140011,59
He's Just Not That Into You,2009,6.4,47,137771,64
Adventureland,2009,6.8,76,137152,68
The Lovely Bones,2009,6.7,42,130794,67
Invictus,2009,7.4,74,130536,74
The Imaginarium of Doctor Parnassus,2009,6.8,65,130229,68
Underworld: Rise of the Lycans,2009,6.6,44,129848,66
Pandorum,2009,6.8,28,126771,68
Brüno,2009,5.8,54,124218,58
Monsters vs. Aliens,2009,6.5,56,121289,65
The Time Traveler's Wife,2009,7.1,47,120838,71
Crank: High Voltage,2009,6.2,41,119098,62
State of Play,2009,7.1,64,117392,71
Gamer,2009,5.8,27,117207,58
An Education,2009,7.3,85,115932,73
9,2009,7.1,60,115542,71
The Men Who Stare at Goats,2009,6.2,54,113160,62
Daybreakers: Vanatoarea a inceput,2009,6.5,57,109219,65
A Serious Man,2009,7,79,108222,70
Funny People,2009,6.4,60,103347,64
The Invention of Lying,2009,6.4,58,98101,64
Jennifer's Body,2009,5.1,47,96699,51
The Princess and the Frog,2009,7.1,73,95581,71
Pirate Radio,2009,7.4,58,94368,74
Antichrist,2009,6.6,49,94173,66
Push,2009,6.1,36,94142,61
Brothers,2009,7.1,58,93005,71
Precious,2009,7.3,79,91694,73
Where the Wild Things Are,2009,6.8,71,90713,68
A Single Man,2009,7.6,77,90541,76
Paul Blart: Mall Cop,2009,5.2,39,87871,52
Couples Retreat,2009,5.5,23,86478,55
Julie & Julia,2009,7,66,84334,70
Bride Wars,2009,5.5,24,84085,55
The International,2009,6.5,52,82189,65
Splice,2009,5.8,66,82156,58
A Prophet,2009,7.9,90,81807,79
"Te iubesc, Phillip Morris!",2009,6.6,65,81169,66
Saw VI,2009,6,30,80885,60
The Final Destination,2009,5.2,30,79501,52
A Christmas Carol,2009,6.8,55,79316,68
Year One,2009,4.9,34,79059,49
The Box,2009,5.6,47,78837,56
Friday the 13th,2009,5.6,34,78728,56
My Sister's Keeper,2009,7.4,51,78496,74
The Girl Who Played with Fire,2009,7.2,66,77346,72
Harry Brown,2009,7.2,55,76492,72
It's Complicated,2009,6.6,57,73028,66
Crazy Heart,2009,7.3,83,71734,73
The Last House on the Left,2009,6.6,42,71523,66
Ghosts of Girlfriends Past,2009,5.8,34,70668,58
Bad Lieutenant: Port of Call New Orleans,2009,6.7,69,66798,67
Youth in Revolt,2009,6.5,63,66692,65
Confessions of a Shopaholic,2009,5.9,38,65627,59
The Fourth Kind,2009,5.9,34,65468,59
The Uninvited,2009,6.4,43,65381,64
Case 39,2009,6.2,25,63931,62
Whatever Works,2009,7.2,45,61937,72
Solomon Kane,2009,6.1,48,61262,61
The Human Centipede (First Sequence),2009,4.4,33,60724,44
Ninja Assassin,2009,6.4,34,60273,64
Dragonball: Evolution,2009,2.7,45,59568,27
Chloe,2009,6.3,48,59035,63
A Perfect Getaway,2009,6.5,63,58645,65
[Rec] 2,2009,6.6,52,58321,66
Whip It,2009,6.9,68,57526,69
Dead Snow,2009,6.3,61,57071,63
The White Ribbon,2009,7.8,82,56370,78
The Girl Who Kicked the Hornet's Nest,2009,7.3,60,55923,73
Agora,2009,7.2,55,55732,72
The Boondock Saints II: All Saints Day,2009,6.3,24,55183,63
The Informant!,2009,6.5,66,54666,65
Brooklyn's Finest,2009,6.7,43,54646,67
Land of the Lost,2009,5.4,32,53915,54
Observe and Report,2009,5.8,54,53896,58
The Haunting in Connecticut,2009,5.9,33,52052,59
Everybody's Fine,2009,7.2,47,52011,72
Fanboys,2009,6.6,45,51387,66
Canin,2009,7.3,73,51080,73
Fish Tank,2009,7.3,81,50488,73
Enter the Void,2009,7.3,69,50223,73
The Young Victoria,2009,7.3,64,48083,73
Away We Go,2009,7.1,58,47181,71
My Bloody Valentine,2009,5.5,51,47170,55
In the Loop,2009,7.5,83,46245,75
The Collector,2009,6.4,29,46094,64
Valhalla Rising,2009,6,61,45963,60
Race to Witch Mountain,2009,5.7,52,45691,57
The Soloist,2009,6.7,61,45426,67
The Unborn,2009,4.8,30,43675,48
Planet 51,2009,6.1,39,43040,61
Duplicity,2009,6.2,69,42760,62
The Cove,2009,8.5,84,42212,85
Extract,2009,6.2,61,39041,62
Nine,2009,5.8,49,38612,58
District 13: Ultimatum,2009,6.5,64,38551,65
Halloween II,2009,4.9,35,38491,49
Fired Up!,2009,6.2,31,38304,62
Black Dynamite,2009,7.4,65,37779,74
Cirque du Freak: The Vampire's Assistant,2009,5.9,43,37368,59
Capitalism: A Love Story,2009,7.4,61,36900,74
The Pink Panther 2,2009,5.6,36,35049,56
G-Force,2009,5.1,41,34780,51
The Joneses,2009,6.5,55,34733,65
All About Steve,2009,4.8,17,34313,48
The Damned United,2009,7.6,81,34207,76
This Is It,2009,7.3,67,34119,73
Alvin and the Chipmunks: The Squeakquel,2009,4.5,41,33762,45
Spread,2009,5.9,43,33709,59
Middle Men,2009,6.6,60,33657,66
Hannah Montana: The Movie,2009,4.2,47,33470,42
Coco Before Chanel,2009,6.7,65,33415,67
World's Greatest Dad,2009,6.9,69,33159,69
Thirst,2009,7.1,73,33114,71
Notorious,2009,6.7,60,33064,67
Broken Embraces,2009,7.2,76,32884,72
Defendor,2009,6.8,57,32565,68
The House of the Devil,2009,6.4,73,32369,64
Old Dogs,2009,5.4,19,32239,54
After.Life,2009,5.9,36,32134,59
Did You Hear About the Morgans?,2009,4.8,27,30927,48
Soul Kitchen,2009,7.3,76,30712,73
The Messenger,2009,7.2,77,30575,72
Inception,2010,8.8,74,1585503,88
Shutter Island,2010,8.1,63,856752,81
Toy Story 3,2010,8.3,92,587385,83
Black Swan,2010,8,79,582024,80
Iron Man 2,2010,7,57,557314,70
The King's Speech,2010,8,88,534841,80
How to Train Your Dragon,2010,8.1,74,524570,81
The Social Network,2010,7.7,95,510593,77
Kick-Ass,2010,7.7,66,457167,77
Despicable Me,2010,7.7,72,411029,77
Harry Potter and the Deathly Hallows: Part 1,2010,7.7,65,357657,77
Alice in Wonderland,2010,6.5,53,325224,65
Tangled,2010,7.8,71,316844,78
Easy A,2010,7.1,72,295203,71
The Town,2010,7.6,74,294777,76
127 Hours,2010,7.6,82,294241,76
Scott Pilgrim vs. the World,2010,7.5,69,291812,75
The Fighter,2010,7.8,79,290283,78
The Expendables,2010,6.5,45,283535,65
Due Date,2010,6.6,51,283179,66
TRON: Legacy,2010,6.8,49,274138,68
Salt,2010,6.4,65,255994,64
True Grit,2010,7.6,80,255105,76
RED,2010,7.1,60,250193,71
The Book of Eli,2010,6.9,53,241625,69
Clash of the Titans,2010,5.8,39,238372,58
Prince of Persia: The Sands of Time,2010,6.6,50,233348,66
Robin Hood,2010,6.7,53,221281,67
Insidious,2010,6.8,52,220195,68
The A-Team,2010,6.8,47,219260,68
The Other Guys,2010,6.7,64,200106,67
The Twilight Saga: Eclipse,2010,4.9,58,192871,49
Grown Ups,2010,6,30,190568,60
The Tourist,2010,6,37,186398,60
Megamind,2010,7.3,63,184125,73
Predators,2010,6.4,51,179691,64
Machete,2010,6.6,60,171148,66
Unstoppable,2010,6.8,69,157619,68
Knight and Day,2010,6.3,46,155100,63
The Next Three Days,2010,7.4,52,153071,74
Get Him to the Greek,2010,6.4,65,152065,64
Love & Other Drugs,2010,6.7,55,151651,67
Blue Valentine,2010,7.4,81,151590,74
Percy Jackson & the Olympians: The Lightning Thief,2010,5.9,47,149140,59
Shrek Forever After,2010,6.3,58,147235,63
Hot Tub Time Machine,2010,6.4,63,143726,64
Resident Evil: Afterlife,2010,5.9,37,141056,59
The Ghost Writer,2010,7.2,77,138067,72
Tucker and Dale vs Evil,2010,7.6,65,137026,76
Date Night,2010,6.3,56,133036,63
The Sorcerer's Apprentice,2010,6.1,46,130794,61
The Karate Kid,2010,6.2,61,128154,62
The Last Airbender,2010,4.2,20,125235,42
Buried,2010,7,65,125003,70
Remember Me,2010,7.2,40,119468,72
Winter's Bone,2010,7.2,90,116566,72
Never Let Me Go,2010,7.2,69,115535,72
Green Zone,2010,6.8,63,114702,68
The Kids Are All Right,2010,7.1,86,114244,71
It's Kind of a Funny Story,2010,7.1,63,113664,71
The Chronicles of Narnia: The Voyage of the Dawn Treader,2010,6.3,53,113626,63
Dear John,2010,6.3,43,112753,63
Devil,2010,6.3,44,110130,63
She's Out of My League,2010,6.4,46,105751,64
The Bounty Hunter,2010,5.5,22,101948,55
Life as We Know It,2010,6.6,39,101404,66
From Paris with Love,2010,6.5,42,101002,65
Valentine's Day,2010,5.7,34,99354,57
Let Me In,2010,7.2,79,97234,72
The Crazies,2010,6.5,55,96801,65
Incendies,2010,8.2,80,93050,82
The Way Back,2010,7.3,66,92697,73
The Wolfman,2010,5.8,43,92206,58
Repo Men,2010,6.3,32,90535,63
Little Fockers,2010,5.5,27,89897,55
Wall Street: Money Never Sleeps,2010,6.2,59,87271,62
Paranormal Activity 2,2010,5.7,53,85781,57
Legion,2010,5.2,32,84230,52
Faster,2010,6.5,44,83872,65
Dinner for Schmucks,2010,5.9,56,83478,59
Hereafter,2010,6.5,56,82524,65
The Switch,2010,6.1,52,82007,61
The American,2010,6.3,61,81979,63
Monsters,2010,6.4,63,79165,64
A Nightmare on Elm Street,2010,5.2,35,78610,52
Edge of Darkness,2010,6.6,55,78602,66
My Name Is Khan,2010,8,50,78546,80
I Saw the Devil,2010,7.8,67,78450,78
Letters to Juliet,2010,6.6,50,78396,66
Skyline,2010,4.4,26,77967,44
The Losers,2010,6.4,44,77524,64
Beginners,2010,7.2,81,77348,72
Cop Out,2010,5.6,31,77327,56
Ip Man 2,2010,7.6,67,76856,76
Leap Year,2010,6.5,33,75957,65
Killers,2010,5.4,21,75951,54
Piranha 3D,2010,5.5,53,75307,55
Biutiful,2010,7.5,58,72923,75
Saw 3D: The Final Chapter,2010,5.6,24,72034,56
Submarine,2010,7.3,76,71139,73
Elite Squad: The Enemy Within,2010,8.1,71,69728,81
Legend of the Guardians: The Owls of Ga'Hoole,2010,7,53,68633,70
Eat Pray Love,2010,5.7,50,68179,57
Centurion,2010,6.4,62,67867,64
Flipped,2010,7.7,45,65478,77
The Last Song,2010,5.9,33,64975,59
Burlesque,2010,6.4,47,64626,64
Super,2010,6.8,50,64569,68
Sex and the City 2,2010,4.3,27,62460,43
Morning Glory,2010,6.5,57,61604,65
I Spit on Your Grave,2010,6.3,27,60196,63
Four Lions,2010,7.3,68,59899,73
Inside Job,2010,8.3,88,59253,83
The Secret World of Arrietty,2010,7.6,80,58049,76
Trollhunter,2010,7,61,57760,70
The Debt,2010,6.9,65,57279,69
Frozen,2010,6.2,43,55939,62
Gulliver's Travels,2010,4.9,33,55413,49
Exit Through the Gift Shop,2010,8,85,54212,80
13 Assassins,2010,7.6,84,53149,76
When in Rome,2010,5.5,25,53057,55
Going the Distance,2010,6.3,51,51968,63
Charlie St. Cloud,2010,6.5,37,49937,65
Jackass 3D,2010,7.1,56,49530,71
Step Up 3D,2010,6.2,45,49407,62
Takers,2010,6.2,45,48831,62
Senna,2010,8.6,79,48521,86
Jonah Hex,2010,4.7,33,47769,47
Animal Kingdom,2010,7.3,83,47630,73
Hesher,2010,7.1,45,45585,71
All Good Things,2010,6.3,57,44219,63
The Last Exorcism,2010,5.6,63,43061,56
You Again,2010,5.8,28,42946,58
Everything Must Go,2010,6.4,65,42603,64
The Back-up Plan,2010,5.3,34,42572,53
Don't Be Afraid of the Dark,2010,5.6,56,42053,56
Rabbit Hole,2010,7,76,42029,70
London Boulevard,2010,6.2,52,41883,62
Last Night,2010,6.6,50,41151,66
The Runaways,2010,6.6,65,40970,66
Vampires Suck,2010,3.5,18,40495,35
Fair Game,2010,6.8,69,40191,68
You Will Meet a Tall Dark Stranger,2010,6.3,51,38241,63
The Company Men,2010,6.8,69,38138,68
Death at a Funeral,2010,5.6,51,37871,56
Black Death,2010,6.4,71,37636,64
MacGruber,2010,5.5,43,37265,55
Somewhere,2010,6.3,67,37230,63
How Do You Know,2010,5.4,46,36589,54
Catfish,2010,7.1,65,36544,71
Conviction,2010,7.2,61,36541,72
Stake Land,2010,6.5,66,36147,65
Trust,2010,7,60,36072,70
Stone,2010,5.4,58,36031,54
13,2010,6.1,29,35822,61
The Ward,2010,5.6,38,35440,56
Diary of a Wimpy Kid,2010,6.2,56,34269,62
In a Better World,2010,7.7,65,34115,77
Tooth Fairy,2010,5,36,32494,50
The Spy Next Door,2010,5.4,27,32224,54
Wild Target,2010,6.9,41,31396,69
Cyrus,2010,6.3,74,30994,63
Greenberg,2010,6.1,76,30829,61
The Killer Inside Me,2010,6.1,53,29694,61
The Illusionist,2010,7.5,82,29601,75
Rubber,2010,5.8,59,27804,58
"Tomorrow, When the War Began",2010,6.2,54,27606,62
Happythankyoumoreplease,2010,6.8,45,27030,68
6 Souls,2010,6.1,28,26845,61
The Whistleblower,2010,7.2,59,26317,72
Harry Potter and the Deathly Hallows: Part 2,2011,8.1,87,591361,81
Thor,2011,7,57,571478,70
The Intouchables,2011,8.6,57,558826,86
X-Men: First Class,2011,7.8,65,550595,78
Captain America: The First Avenger,2011,6.9,66,548101,69
Drive,2011,7.8,78,461992,78
Limitless,2011,7.4,59,444894,74
Rise of the Planet of the Apes,2011,7.6,68,422614,76
Source Code,2011,7.5,74,405275,75
"Crazy, Stupid, Love.",2011,7.4,68,397029,74
Pirates of the Caribbean: On Stranger Tides,2011,6.7,45,396615,67
